time,high,low,close,volume
2019-06-24 19:00:00,135.185652987,135.117015896,135.185652987,1040
2019-06-24 18:00:00,135.16604239,135.097405299,135.117015896,155081
2019-06-24 17:00:00,135.215068883,135.067989403,135.215068883,992986
2019-06-24 16:00:00,135.31312187,134.950325819,135.107210598,3171297
2019-06-24 15:00:00,135.195458286,134.911104624,135.131723844,1719655
2019-06-24 14:00:00,135.656307324,135.000332842,135.072892052,1833555
2019-06-24 13:00:00,135.705333817,135.391564259,135.563156986,2226708
2019-06-24 12:00:00,135.46020135,134.989547013,135.430785454,2491855
2019-06-24 11:00:00,135.107210598,134.460060884,135.004254961,2020925
2019-06-24 10:00:00,135.195458286,134.332592001,134.509087378,2148943
2019-06-24 09:00:00,134.901299325,134.626750962,134.813051637,32318
2019-06-24 08:00:00,134.901299325,134.646361559,134.744414546,4662
2019-06-24 07:00:00,135.038573507,134.86207813,134.86207813,4388
2019-06-24 06:00:00,134.969936416,134.871883429,134.969936416,2892
2019-06-24 05:00:00,134.969936416,134.724803949,134.920909923,4317
2019-06-21 20:00:00,134.224733716,134.038433041,134.048238339,1424
2019-06-21 19:00:00,134.234539014,134.146291326,134.146291326,1900
2019-06-21 18:00:00,134.322884756,134.234539014,134.303176105,194739
2019-06-21 17:00:00,134.42083969,134.048238339,134.322786703,2947676
2019-06-21 16:00:00,134.675777455,134.205123118,134.273760209,4023297
2019-06-21 15:00:00,134.48947678,134.058043638,134.391423793,1967746
2019-06-21 14:00:00,134.675777455,134.263954911,134.332592001,1707891
2019-06-21 13:00:00,134.705193351,134.254149612,134.518892676,1866836
2019-06-21 12:00:00,135.048378805,134.450255586,134.572821819,2956764
2019-06-21 11:00:00,134.79344104,134.136486028,134.509087378,3691969
2019-06-21 10:00:00,134.322786703,133.155956159,134.322786703,10146762
2019-06-21 09:00:00,134.616945663,132.665691225,133.273619743,136544
2019-06-21 08:00:00,133.959990651,133.665831691,133.930574755,14050
2019-06-21 06:00:00,134.254149612,134.11687543,134.254149612,800
2019-06-20 20:00:00,134.136486028,133.989406547,134.136486028,9972
2019-06-20 19:00:00,134.185512521,134.009017145,134.097264833,241459
2019-06-20 18:00:00,134.234539014,133.940380054,134.048238339,6974
2019-06-20 17:00:00,134.42083969,134.038433041,134.185512521,3727973
2019-06-20 16:00:00,134.636556261,133.70750421,134.224733716,6367758
2019-06-20 15:00:00,133.915866807,133.293230341,133.89625621,2002271
2019-06-20 14:00:00,133.665831691,133.14615086,133.361867431,1880262
2019-06-20 13:00:00,134.067848937,133.07751377,133.356768676,4134623
2019-06-20 12:00:00,134.214928417,133.675636989,134.028627742,2565986
2019-06-20 11:00:00,134.724803949,133.626610496,133.700150236,3904862
2019-06-20 10:00:00,135.215068883,134.3423973,134.56791917,3785171
2019-06-20 09:00:00,135.411174857,134.744414546,135.009157611,74712
2019-06-20 08:00:00,134.999352312,134.754219845,134.822856936,30251
2019-06-20 07:00:00,135.067989403,134.705193351,134.930715221,5680
2019-06-20 06:00:00,134.920909923,134.616945663,134.822856936,7232
2019-06-20 05:00:00,134.783635741,134.165901924,134.783635741,3365
2019-06-19 20:00:00,133.646221093,133.303035639,133.646221093,9215
2019-06-19 19:00:00,133.303035639,133.185372055,133.303035639,3971
2019-06-19 18:00:00,133.204982652,133.048097873,133.048097873,8043
2019-06-19 17:00:00,133.303035639,133.048097873,133.091437294,893701
2019-06-19 16:00:00,133.283425042,132.351921667,132.950044887,4692135
2019-06-19 15:00:00,132.597054134,131.20470172,132.391142861,3624152
2019-06-19 14:00:00,131.739090499,131.273338811,131.567497772,1568042
2019-06-19 13:00:00,132.02834681,131.641037512,131.738894393,1045890
2019-06-19 12:00:00,132.018541511,131.685161356,131.974417667,1573354
2019-06-19 11:00:00,131.940099122,131.469444785,131.797922291,2381572
2019-06-19 10:00:00,132.763744212,131.596913668,131.898426603,2703693
2019-06-19 09:00:00,132.959850185,132.528417043,132.528417043,38066
2019-06-19 08:00:00,132.910823692,132.62647003,132.695107121,13219
2019-06-19 07:00:00,132.910823692,132.616664731,132.714717718,4016
2019-06-19 06:00:00,132.959850185,132.557832939,132.763744212,2086
2019-06-19 05:00:00,133.106929666,132.891213094,132.891213094,889
2019-06-18 20:00:00,132.861797198,132.695107121,132.861797198,4659
2019-06-18 19:00:00,132.734328316,132.587248835,132.734328316,7217
2019-06-18 18:00:00,132.665691225,132.47939055,132.665691225,9932
2019-06-18 17:00:00,132.655885926,131.964612369,132.62647003,810229
2019-06-18 16:00:00,132.606859433,132.214647485,132.54802764,4649670
2019-06-18 15:00:00,132.518611744,132.018541511,132.371532264,2300111
2019-06-18 14:00:00,132.1067892,131.675356057,132.018541511,1640650
2019-06-18 13:00:00,132.17542629,131.567497772,131.940099122,2406618
2019-06-18 12:00:00,132.518611744,131.822435538,132.008736213,3033209
2019-06-18 11:00:00,132.531652792,131.915585875,132.415656108,4163379
2019-06-18 10:00:00,132.371532264,130.969374552,132.096983901,4420221
2019-06-18 09:00:00,131.636134863,130.586967903,131.50866598,45516
2019-06-18 08:00:00,131.587108369,131.243922915,131.528276577,37762
2019-06-18 07:00:00,131.479250084,131.175285824,131.479250084,2156
2019-06-18 06:00:00,131.273338811,131.008595747,131.008595747,200
2019-06-18 05:00:00,130.988985149,130.68502089,130.988985149,380
2019-06-17 20:00:00,130.577162605,130.410472527,130.508525514,6091
2019-06-17 19:00:00,130.53794141,130.45949902,130.528136111,6206
2019-06-17 18:00:00,130.439888423,130.322224839,130.410472527,7833
2019-06-17 17:00:00,130.410472527,130.194755956,130.283003644,762882
2019-06-17 16:00:00,130.439888423,129.998649982,130.302614241,2797370
2019-06-17 15:00:00,130.719339435,130.332030137,130.346738085,1014092
2019-06-17 14:00:00,130.714436786,130.439888423,130.655604994,987687
2019-06-17 13:00:00,130.508525514,130.067287073,130.488914916,1064200
2019-06-17 12:00:00,130.596773202,130.135924164,130.175145358,1383584
2019-06-17 11:00:00,131.018401045,130.248685099,130.449693722,2151763
2019-06-17 10:00:00,131.126259331,129.920207593,130.900737461,1884525
2019-06-17 09:00:00,130.361446033,129.979137438,130.018260579,18707
2019-06-17 08:00:00,130.31241954,130.067287073,130.31241954,8330
2019-06-17 07:00:00,130.381056631,130.067287073,130.067287073,4232
2019-06-17 06:00:00,130.351640735,130.263393047,130.263393047,200
2019-06-17 05:00:00,130.214366553,130.214366553,130.214366553,820
2019-06-14 20:00:00,129.880986398,129.802544008,129.802544008,3048
2019-06-14 19:00:00,129.871181099,129.871181099,129.871181099,830
2019-06-14 18:00:00,129.900596995,129.812349307,129.871181099,57932
2019-06-14 17:00:00,129.988844683,129.616243333,129.675075125,401795
2019-06-14 16:00:00,130.675215591,129.841765203,129.890791696,3385793
2019-06-14 15:00:00,131.185091123,129.920207593,130.336932787,1967533
2019-06-14 14:00:00,130.31241954,129.93981819,129.949623489,1027737
2019-06-14 13:00:00,130.263393047,129.851570502,130.194755956,993463
2019-06-14 12:00:00,130.243782449,129.508385048,129.930012891,2025069
2019-06-14 11:00:00,130.322224839,129.371110866,130.018260579,2940224
2019-06-14 10:00:00,129.704491021,129.076951906,129.508385048,1901414
2019-06-14 09:00:00,129.56721684,129.19461549,129.527995645,18752
2019-06-14 08:00:00,129.626048632,129.19461549,129.527995645,10076
2019-06-14 07:00:00,129.233836685,129.165199594,129.165199594,2345
2019-06-13 20:00:00,129.910402294,129.743712216,129.773128112,6500
2019-06-13 19:00:00,129.880986398,129.655464528,129.655464528,7669
2019-06-13 18:00:00,129.969234086,129.626048632,129.743712216,8549
2019-06-13 17:00:00,129.998649982,129.606536088,129.920207593,652856
2019-06-13 16:00:00,129.841765203,129.263252581,129.743712216,3709844
2019-06-13 15:00:00,129.733906918,129.371110866,129.557411541,1860933
2019-06-13 14:00:00,129.655464528,129.263252581,129.616243333,1316083
2019-06-13 13:00:00,129.511326637,128.998509516,129.380916165,1280928
2019-06-13 12:00:00,129.753517515,128.998509516,129.439747957,1734766
2019-06-13 11:00:00,130.08689767,129.263252581,129.273057879,2829560
2019-06-13 10:00:00,129.920207593,129.263252581,129.885889047,2204846
2019-06-13 09:00:00,129.763322814,129.037730711,129.428079651,49877
2019-06-13 08:00:00,129.724101619,129.518190346,129.577022139,6077
2019-06-13 07:00:00,129.626048632,129.498579749,129.626048632,2227
2019-06-13 05:00:00,129.42013736,129.380916165,129.380916165,500
2019-06-12 20:00:00,129.175004892,128.959288321,129.175004892,5625
2019-06-12 19:00:00,128.988704217,128.890651231,128.988704217,1851
2019-06-12 18:00:00,128.929872425,128.861235334,128.861235334,2350
2019-06-12 17:00:00,129.018120113,128.822112193,128.851430036,647875
2019-06-12 16:00:00,129.057341308,128.567076374,128.929872425,2647853
2019-06-12 15:00:00,128.841624737,128.439607491,128.806325662,1569822
2019-06-12 14:00:00,128.871040633,128.527855179,128.585216176,1205479
2019-06-12 13:00:00,128.767006414,128.263112115,128.74357175,1869434
2019-06-12 12:00:00,128.674934659,128.302333309,128.331749205,1963903
2019-06-12 11:00:00,129.125978399,128.165059128,128.361263154,2790811
2019-06-12 10:00:00,129.400526762,128.243501517,128.880845932,2678357
2019-06-12 09:00:00,129.851570502,129.018120113,129.125978399,23296
2019-06-12 08:00:00,129.125978399,128.841624737,128.939677724,5082
2019-06-12 07:00:00,129.135783698,128.763182348,129.125978399,1380
2019-06-12 06:00:00,128.861235334,128.861235334,128.861235334,100
2019-06-12 05:00:00,129.871181099,129.871181099,129.871181099,100
2019-06-11 20:00:00,129.527995645,129.43984601,129.527995645,6403
2019-06-11 19:00:00,129.508385048,129.34169497,129.34169497,2294
2019-06-11 18:00:00,129.527995645,129.439747957,129.508385048,2535718
2019-06-11 17:00:00,129.527995645,129.253447282,129.518190346,524502
2019-06-11 16:00:00,129.645659229,128.900456529,129.527995645,2883617
2019-06-11 15:00:00,129.56721684,128.900456529,129.027925412,1663993
2019-06-11 14:00:00,129.214226087,128.719744874,129.204420788,1571534
2019-06-11 13:00:00,129.322084373,128.82201414,128.939677724,2947905
2019-06-11 12:00:00,129.724101619,128.851430036,129.287765827,2612616
2019-06-11 11:00:00,131.096843435,129.361305567,129.508385048,3753976
2019-06-11 10:00:00,131.626329564,130.175145358,130.876224214,3225190
2019-06-11 09:00:00,131.234117617,130.341835436,130.881126864,109974
2019-06-11 08:00:00,131.175285824,130.871321565,131.018401045,32789
2019-06-11 07:00:00,131.273338811,130.802684474,130.949763955,7275
2019-06-11 05:00:00,130.626189098,130.586967903,130.586967903,582
2019-06-10 20:00:00,130.145729462,130.018260579,130.018260579,9169
2019-06-10 19:00:00,130.204561254,130.028065878,130.057481774,7123
2019-06-10 18:00:00,130.253587748,130.16534006,130.253587748,3567
2019-06-10 17:00:00,130.263393047,129.930012891,130.194755956,481697
2019-06-10 16:00:00,130.53794141,129.885889047,130.018260579,4341140
2019-06-10 15:00:00,130.871321565,130.175145358,130.449693722,2721160
2019-06-10 14:00:00,131.087038136,130.606578501,130.861516266,2246650
2019-06-10 13:00:00,131.273338811,130.488914916,130.709534137,2655509
2019-06-10 12:00:00,131.469444785,130.773268578,131.243922915,2839560
2019-06-10 11:00:00,131.253728214,129.969234086,130.83210037,4730186
2019-06-10 10:00:00,130.469304319,129.371110866,130.16534006,4184506
2019-06-10 09:00:00,130.635994397,129.626048632,130.214366553,87257
2019-06-10 08:00:00,130.83210037,129.429942658,130.479109618,56685
2019-06-10 07:00:00,130.08689767,129.812349307,129.910402294,4911
2019-06-10 06:00:00,130.390861929,129.626048632,130.214366553,7200
2019-06-10 05:00:00,129.675075125,129.478969152,129.577022139,1829
2019-06-07 20:00:00,129.018120113,128.890651231,128.890651231,5952
2019-06-07 19:00:00,128.939677724,128.802403542,128.890651231,2476
2019-06-07 18:00:00,128.988704217,128.792598244,128.890651231,5265
2019-06-07 17:00:00,129.018120113,128.753377049,129.018120113,723971
2019-06-07 16:00:00,129.253447282,128.616102867,128.841624737,4864053
2019-06-07 15:00:00,129.410430114,128.900456529,128.939677724,2434298
2019-06-07 14:00:00,129.371110866,128.949483023,129.130881048,2391303
2019-06-07 13:00:00,129.34169497,128.841624737,129.336792321,2799750
2019-06-07 12:00:00,129.675075125,128.851430036,129.047536009,4221163
2019-06-07 11:00:00,129.56721684,128.037590245,129.376013515,7407985
2019-06-07 10:00:00,128.302333309,125.654902664,128.125837933,5471746
2019-06-07 09:00:00,126.341273572,125.213664223,125.821592742,111896
2019-06-07 08:00:00,126.174583494,125.792176846,125.792176846,6613
2019-06-07 07:00:00,126.05691991,125.988282819,126.05691991,3494
2019-06-07 06:00:00,125.998088118,125.939256326,125.939256326,1139
2019-06-07 05:00:00,125.860813936,125.507823184,125.723539755,1750
2019-06-06 20:00:00,125.31171721,125.115611236,125.213664223,6944
2019-06-06 19:00:00,125.213664223,125.046974145,125.184248327,310768
2019-06-06 18:00:00,125.331327807,124.968531756,125.096000639,12098
2019-06-06 17:00:00,125.507823184,125.056779444,125.184248327,543790
2019-06-06 16:00:00,125.478407288,124.635151601,125.409770197,4904296
2019-06-06 15:00:00,124.831257574,123.997807186,124.652408926,2367267
2019-06-06 14:00:00,124.213523757,124.027223082,124.125276069,1284573
2019-06-06 13:00:00,124.174302562,123.74286942,124.061541628,1461702
2019-06-06 12:00:00,124.228231705,123.384976018,123.885046251,2521257
2019-06-06 11:00:00,123.811506511,123.37026807,123.551960255,2554087
2019-06-06 10:00:00,124.184107861,123.154551499,123.475086713,2580968
2019-06-06 09:00:00,124.037028381,123.252604486,123.426452432,29494
2019-06-06 08:00:00,123.988001887,123.74286942,123.811506511,17715
2019-06-06 07:00:00,124.037028381,123.988001887,124.037028381,3100
2019-06-06 06:00:00,123.762480018,123.74286942,123.74286942,345
2019-06-06 05:00:00,123.938975394,123.527152849,123.938975394,1145
2019-06-05 20:00:00,122.978056123,122.595649474,122.595649474,5253
2019-06-05 19:00:00,123.22318859,122.448569994,122.889808435,394769
2019-06-05 18:00:00,123.311436278,123.164356798,123.164356798,4819
2019-06-05 17:00:00,123.422628365,122.730962596,123.350657473,752139
2019-06-05 16:00:00,123.419294564,122.683897162,123.380073369,4141582
2019-06-05 15:00:00,123.036887915,122.644675967,122.909419032,1982109
2019-06-05 14:00:00,122.742728954,122.23442227,122.723118357,2387580
2019-06-05 13:00:00,122.929029629,122.262269319,122.419154098,2027277
2019-06-05 12:00:00,122.978056123,121.968110358,122.811366045,2453329
2019-06-05 11:00:00,123.22318859,121.791614982,122.095579241,3839650
2019-06-05 10:00:00,123.017277317,121.870057371,122.968250824,3513045
2019-06-05 09:00:00,122.3995435,121.693561995,121.977915657,68319
2019-06-05 08:00:00,122.301490513,121.997526254,122.154411033,29567
2019-06-05 07:00:00,122.458375292,122.213242825,122.232853423,8277
2019-06-05 06:00:00,122.10538454,121.487650722,122.10538454,5940
2019-06-05 05:00:00,121.928889163,121.575898411,121.664146099,1135
2019-06-04 20:00:00,121.556287813,121.389597736,121.438722282,10278
2019-06-04 19:00:00,121.487650722,121.20329706,121.419013632,30685
2019-06-04 18:00:00,121.25251966,121.115049372,121.20329706,9002
2019-06-04 17:00:00,121.105244074,120.713032126,121.095438775,1650763
2019-06-04 16:00:00,120.879722204,119.958024127,120.801279814,4354775
2019-06-04 15:00:00,120.399262568,119.840360543,119.958024127,1856632
2019-06-04 14:00:00,120.418873166,120.007736992,120.350236075,1884945
2019-06-04 13:00:00,120.203156594,119.670238611,120.095298309,2248863
2019-06-04 12:00:00,120.271793685,119.428537998,119.987440023,3868756
2019-06-04 11:00:00,119.767507174,118.840220077,119.526590985,5342626
2019-06-04 10:00:00,119.703086362,118.303085815,118.975729305,4463912
2019-06-04 09:00:00,119.036326051,117.791053118,118.82060948,88046
2019-06-04 08:00:00,118.644114103,117.99696439,118.487229324,53042
2019-06-04 07:00:00,118.546061117,118.104822676,118.22248626,3898
2019-06-04 06:00:00,118.644114103,118.124433273,118.546061117,6146
2019-06-04 05:00:00,118.271512753,117.908716702,118.124433273,12394
2019-06-03 20:00:00,117.879300806,117.781247819,117.810663715,4045
2019-06-03 19:00:00,118.124433273,117.506699456,117.977353793,19030
2019-06-03 18:00:00,118.104822676,117.810663715,117.99696439,95292
2019-06-03 17:00:00,118.14404387,117.506699456,117.761637222,957590
2019-06-03 16:00:00,117.751831923,116.692859665,117.545920651,9020279
2019-06-03 15:00:00,118.457813428,117.290982885,117.418451768,4092433
2019-06-03 14:00:00,119.19321083,117.898617244,118.281318052,4834460
2019-06-03 13:00:00,119.810944647,118.614698207,118.66862735,4177836
2019-06-03 12:00:00,120.53653675,119.556006881,119.698183712,2951473
2019-06-03 11:00:00,120.467899659,119.104963142,120.418873166,4394596
2019-06-03 10:00:00,121.948499761,119.526590985,119.558654312,3967140
2019-06-03 09:00:00,121.144465268,120.722837425,121.095438775,48327
2019-06-03 08:00:00,121.144465268,120.713032126,120.899332801,6809
2019-06-03 07:00:00,120.820890412,120.605173841,120.771863918,4769
2019-06-03 06:00:00,120.68361623,120.409067867,120.68361623,1346
2019-06-03 05:00:00,120.487510256,119.771723452,120.45809436,4022
2019-05-31 20:00:00,121.301350047,121.242518255,121.242518255,3209
2019-05-31 19:00:00,121.389597736,121.271934151,121.291544749,3846
2019-05-31 18:00:00,121.389597736,121.291544749,121.389597736,3934
2019-05-31 17:00:00,121.468040125,121.242616308,121.369987138,1572103
2019-05-31 16:00:00,121.526871917,121.007191087,121.183686463,4894326
2019-05-31 15:00:00,121.585703709,121.046412282,121.394696491,2522046
2019-05-31 14:00:00,121.566093112,121.036606983,121.517066618,1624802
2019-05-31 13:00:00,121.423916281,120.918943399,121.105244074,2008688
2019-05-31 12:00:00,121.781809683,121.20329706,121.303507213,2650085
2019-05-31 11:00:00,121.860252072,121.183686463,121.526871917,2858986
2019-05-31 10:00:00,122.188729578,121.115049372,121.419013632,2823090
2019-05-31 09:00:00,121.850446774,121.242518255,121.73278319,40410
2019-05-31 08:00:00,121.752393787,121.144465268,121.585703709,17670
2019-05-31 07:00:00,121.320960645,121.016996385,121.291544749,7724
2019-05-31 06:00:00,121.742588488,121.183686463,121.242518255,2253
2019-05-31 05:00:00,121.850446774,121.575898411,121.791614982,3250
2019-05-30 20:00:00,123.311436278,122.124995137,122.124995137,22962
2019-05-30 19:00:00,123.301630979,123.213383291,123.301630979,1991
2019-05-30 18:00:00,123.272215083,123.085914408,123.252604486,2610
2019-05-30 17:00:00,123.350657473,123.095719707,123.282020382,435888
2019-05-30 16:00:00,123.311436278,122.497596487,123.282020382,3424794
2019-05-30 15:00:00,122.948640227,122.350517007,122.938834928,2487548
2019-05-30 14:00:00,123.125135603,122.458375292,122.718215708,2326210
2019-05-30 13:00:00,123.203577992,122.667522313,123.027082616,1359919
2019-05-30 12:00:00,122.987861421,122.527012383,122.811366045,1732652
2019-05-30 11:00:00,123.036887915,122.585844175,122.723118357,2178703
2019-05-30 10:00:00,123.291825681,122.585844175,122.909419032,1652245
2019-05-30 09:00:00,123.056498512,122.634870669,123.04100614,17849
2019-05-30 08:00:00,122.919224331,122.77214485,122.860392538,9009
2019-05-30 07:00:00,122.958445525,122.958445525,122.958445525,485
2019-05-30 06:00:00,123.154551499,123.154551499,123.154551499,100
2019-05-30 05:00:00,123.203577992,122.880003136,123.203577992,200
2019-05-29 20:00:00,122.566233578,122.527012383,122.527012383,500
2019-05-29 19:00:00,122.566233578,122.3995435,122.527012383,8234
2019-05-29 18:00:00,122.468180591,122.330906409,122.330906409,3477
2019-05-29 17:00:00,122.663207982,122.330906409,122.487791188,1196926
2019-05-29 16:00:00,122.783028732,122.012234202,122.507401786,4093771
2019-05-29 15:00:00,122.875100486,122.056358046,122.340711708,2091157
2019-05-29 14:00:00,122.938834928,121.997526254,122.732923656,1982595
2019-05-29 13:00:00,122.232853423,121.73278319,122.134800436,2211839
2019-05-29 12:00:00,122.889808435,121.624924904,121.899473267,2861228
2019-05-29 11:00:00,122.948640227,121.997526254,122.47798589,2923342
2019-05-29 10:00:00,123.105525006,122.134800436,122.242658721,2745621
2019-05-29 09:00:00,123.203577992,122.791755448,122.987861421,19278
2019-05-29 08:00:00,123.311436278,122.880003136,122.968250824,6684
2019-05-29 07:00:00,123.046693214,122.781950149,123.046693214,3477
2019-05-29 05:00:00,123.331046875,122.860392538,122.909419032,1241
2019-05-28 20:00:00,123.929170095,123.791895914,123.919364797,2800
2019-05-28 19:00:00,124.007612485,123.703648225,123.929170095,127570
2019-05-28 18:00:00,123.929170095,123.703648225,123.703648225,17283
2019-05-28 17:00:00,124.135081368,123.703648225,123.889948901,1418712
2019-05-28 16:00:00,124.360603237,123.59578994,123.59578994,4745955
2019-05-28 15:00:00,124.733204588,124.11547077,124.331187341,1683491
2019-05-28 14:00:00,124.948921159,124.644956899,124.723399289,1156898
2019-05-28 13:00:00,125.145027132,124.86067347,124.93911586,1344424
2019-05-28 12:00:00,125.175423558,124.546903912,124.997947652,1766353
2019-05-28 11:00:00,125.478407288,124.458656224,124.920976057,2892736
2019-05-28 10:00:00,125.507823184,124.007612485,125.409770197,2225714
2019-05-28 09:00:00,124.262550251,123.762480018,124.037028381,20111
2019-05-28 08:00:00,124.19391316,123.762480018,124.086054874,5752
2019-05-28 07:00:00,124.007612485,123.723258823,123.723258823,1939
2019-05-28 06:00:00,124.056638978,123.791895914,124.007612485,1691
2019-05-28 05:00:00,123.831117108,123.546763447,123.703648225,1885
2019-07-25 20:00:00,137.460482282,137.274181607,137.450676984,16219
2019-07-25 19:00:00,137.440871685,137.17612862,137.431066386,19183
2019-07-25 18:00:00,137.431066386,137.097686231,137.431066386,24793
2019-07-25 17:00:00,137.54872997,137.078075634,137.244765711,423252
2019-07-25 16:00:00,137.676198853,137.234960412,137.460482282,3033809
2019-07-25 15:00:00,137.7253234,137.264376309,137.48009288,1340374
2019-07-25 14:00:00,137.54872997,136.989729892,137.25457101,1354144
2019-07-25 13:00:00,137.754641243,136.82156902,137.087880932,2170770
2019-07-25 12:00:00,137.872304827,137.382039893,137.597756464,1831770
2019-07-25 11:00:00,137.857596879,136.950606751,137.705614749,2904870
2019-07-25 10:00:00,138.14685319,136.608892091,137.030814094,3233455
2019-07-25 09:00:00,138.235100878,137.813473035,138.127242593,28337
2019-07-25 08:00:00,138.254711476,137.725225347,138.215490281,22102
2019-07-25 07:00:00,138.342959164,137.754641243,137.862499528,3485
2019-07-25 06:00:00,138.362569761,138.293932671,138.293932671,450
2019-07-25 05:00:00,138.254711476,138.166463788,138.254711476,1833
2019-07-24 20:00:00,137.882110126,137.77425184,137.882110126,6080
2019-07-24 19:00:00,137.862499528,137.764446542,137.862499528,2602
2019-07-24 18:00:00,137.882110126,137.568340568,137.882110126,25174
2019-07-24 17:00:00,138.186074385,137.333013399,137.764446542,1453117
2019-07-24 16:00:00,137.99977371,137.445186016,137.980163113,3990099
2019-07-24 15:00:00,137.495389146,137.038854439,137.489898178,2481619
2019-07-24 14:00:00,137.418809763,137.156518023,137.293792205,1227784
2019-07-24 13:00:00,137.455579633,137.068270335,137.397434212,2108853
2019-07-24 12:00:00,137.156518023,136.813332569,137.087880932,1381396
2019-07-24 11:00:00,137.136907426,136.744695478,136.975119997,2473043
2019-07-24 10:00:00,137.185933919,136.146572258,137.038854439,3117806
2019-07-24 09:00:00,136.450536518,136.117156362,136.254430544,25184
2019-07-24 08:00:00,136.293651739,136.117156362,136.244625245,9247
2019-07-24 07:00:00,136.195598752,136.146572258,136.195598752,1152
2019-07-24 06:00:00,136.440731219,136.048519271,136.097545765,7345
2019-07-24 05:00:00,136.293651739,136.068129869,136.195598752,2610
2019-07-23 20:00:00,136.470147115,136.156377557,136.460341816,17379
2019-07-23 19:00:00,136.254430544,136.028908674,136.146572258,6109
2019-07-23 18:00:00,136.13676696,135.979882181,136.048519271,16356
2019-07-23 17:00:00,136.587810699,135.862218596,135.901439791,743426
2019-07-23 16:00:00,136.578005401,136.225014648,136.578005401,3106526
2019-07-23 15:00:00,136.439162371,136.122059012,136.381899427,1479951
2019-07-23 14:00:00,136.421120622,135.803386804,136.367191479,1892693
2019-07-23 13:00:00,135.90634244,135.509227844,135.862218596,1434601
2019-07-23 12:00:00,136.234819946,135.76416561,135.862218596,1733994
2019-07-23 11:00:00,136.264235843,135.342537766,136.146572258,2606610
2019-07-23 10:00:00,137.391845191,135.46020135,135.568059636,3362225
2019-07-23 09:00:00,136.50936831,136.068129869,136.293651739,76803
2019-07-23 08:00:00,136.538784206,136.244625245,136.293651739,13811
2019-07-23 07:00:00,136.538784206,136.313262336,136.538784206,2259
2019-07-23 06:00:00,136.293651739,136.28384644,136.293651739,910
2019-07-23 05:00:00,136.293651739,135.773970908,136.293651739,1061
2019-07-22 20:00:00,135.872023895,135.842607999,135.872023895,1880
2019-07-22 19:00:00,135.881829194,135.793581506,135.8328027,5122
2019-07-22 18:00:00,135.862218596,135.744555012,135.744555012,19031
2019-07-22 17:00:00,135.901439791,135.626891428,135.881829194,922770
2019-07-22 16:00:00,136.097545765,135.602378181,135.734749713,3375457
2019-07-22 15:00:00,135.773970908,135.430785454,135.754360311,1484263
2019-07-22 14:00:00,135.724944415,135.352343065,135.479811948,1349530
2019-07-22 13:00:00,135.930855687,135.617086129,135.680820571,1576355
2019-07-22 12:00:00,135.940660986,135.450396052,135.896537142,2347882
2019-07-22 11:00:00,136.479952414,135.617086129,135.705333817,5800807
2019-07-22 10:00:00,136.048519271,134.316315206,135.970076882,4926919
2019-07-22 09:00:00,134.577724469,134.165901924,134.381618495,97492
2019-07-22 08:00:00,134.509087378,134.234539014,134.312981404,36929
